ocel:eid,ocel:timestamp,ocel:activity,ocel:type:vacancies,ocel:type:managers,ocel:type:applicants,ocel:type:applications,ocel:type:recruiters,ocel:type:offers
6405,2019-09-27 15:22:27+00:00,send rejection,,,['Johan Johnson'],['Application[770773]'],['Ed Geisler'],
6406,2019-09-27 15:33:33+00:00,offer accepted and hired,['Vacancy[550134] - Manager'],,['Ray Schmidt'],['Application[770816]'],['Ed Meister'],['Offer[[990115]]']
6407,2019-09-27 15:43:37+00:00,check references,,,,['Application[770750]'],"['Jana Keane', 'Simon Meister']",
6408,2019-09-27 16:12:00+00:00,conduct interview,['Vacancy[550090] - Consultant'],['Ariel Bardin'],['Johan Lemmens'],['Application[770621]'],['Jana Keane'],
6409,2019-09-27 16:27:58+00:00,check references,,,,['Application[770826]'],"['Simon Meister', 'Ed Geisler']",
6410,2019-09-27 16:29:09+00:00,send rejection,,,['Pete Brown'],['Application[770603]'],['Simon Meister'],
6411,2019-09-27 16:32:46+00:00,conduct interview,['Vacancy[550128] - Programmer'],['Ariel Bardin'],['Jorge Park'],['Application[770833]'],['Dionne Kershaw'],
6412,2019-09-27 16:53:15+00:00,consult manager,,['Vaishnavi Sashikanth'],,['Application[770827]'],['Dionne Hense'],
6413,2019-09-27 18:57:56+00:00,check references,,,,['Application[770626]'],"['Dionne Kershaw', 'Dionne Geisler']",
6414,2019-09-27 18:59:20+00:00,send rejection,,,['Sonia Lopez'],['Application[770890]'],['Simon Hense'],
6415,2019-09-27 19:22:44+00:00,first screening,,,,['Application[770871]'],['Ed Kershaw'],
6416,2019-09-27 20:06:51+00:00,assign recruiter,,,,['Application[770740]'],"['Jana Meister', 'Ed Meister', 'Ed Keane']",
6417,2019-09-27 20:11:06+00:00,check references,,,,['Application[770706]'],"['Simon Meister', 'Ed Keane']",
6418,2019-09-27 20:12:51+00:00,send rejection,,,['Dave Johnson'],['Application[770858]'],['Jana Kershaw'],
6419,2019-09-30 06:45:03+00:00,consult manager,,['Martin Klenk'],,['Application[770866]'],['Jana Keane'],
6420,2019-09-30 07:02:26+00:00,send rejection,,,['Sue Lemmens'],['Application[770679]'],['Simon Hense'],
6421,2019-09-30 07:02:34+00:00,invite for interview,['Vacancy[550135] - Consultant'],,['Sue Park'],['Application[770884]'],"['Dionne Kershaw', 'Jana Keane']",
6422,2019-09-30 07:17:45+00:00,send rejection,,,['Ray Pietersen'],['Application[770649]'],['Simon Hense'],
6423,2019-09-30 07:58:33+00:00,job offer declined,['Vacancy[550075] - Programmer'],,['Toon Neumann'],['Application[770752]'],['Jana Keane'],['Offer[[990114]]']
6424,2019-09-30 08:07:24+00:00,conduct interview,['Vacancy[550139] - Consultant'],['Ariel Bardin'],['Mary Schmidt'],['Application[770837]'],['Jana Kershaw'],
6425,2019-09-30 08:21:56+00:00,invite for interview,['Vacancy[550134] - Manager'],,['Sue Wagner'],['Application[770846]'],"['Ed Geisler', 'Jana Meister']",
6426,2019-09-30 08:58:52+00:00,conduct interview,['Vacancy[550140] - Programmer'],['Ariel Bardin'],['Detlef Jones'],['Application[770767]'],['Dionne Kershaw'],
6427,2019-09-30 09:07:01+00:00,invite for interview,['Vacancy[550131] - Programmer'],,['Vanessa Weber'],['Application[770839]'],"['Ed Meister', 'Simon Geisler']",
6428,2019-09-30 09:16:24+00:00,invite for interview,['Vacancy[550131] - Programmer'],,['Andre Lopez'],['Application[770863]'],"['Simon Hense', 'Dionne Hense']",
6429,2019-09-30 09:21:45+00:00,send rejection,,,['Angela Jones'],['Application[770845]'],['Jana Hense'],
6430,2019-09-30 09:28:25+00:00,assign recruiter,,,,['Application[770746]'],"['Ed Keane', 'Jana Meister', 'Ed Geisler']",
6431,2019-09-30 09:53:12+00:00,first screening,,,,['Application[770869]'],['Ed Geisler'],
6432,2019-09-30 10:12:37+00:00,consult manager,,['Martin Klenk'],,['Application[770710]'],['Ed Geisler'],
6433,2019-09-30 10:20:29+00:00,send rejection,,,['Detlef Jones'],['Application[770767]'],['Dionne Kershaw'],
6434,2019-09-30 10:21:17+00:00,assign recruiter,,,,['Application[770836]'],"['Dionne Kershaw', 'Jana Geisler', 'Simon Meister']",
6435,2019-09-30 10:25:48+00:00,assign recruiter,,,,['Application[770882]'],"['Dionne Kershaw', 'Simon Meister', 'Jana Kershaw']",
6436,2019-09-30 10:28:33+00:00,consult manager,,['Ariel Bardin'],,['Application[770896]'],['Ed Keane'],
6437,2019-09-30 10:30:28+00:00,consult manager,,['Bastian Nominacher'],,['Application[770873]'],['Ed Hense'],
6438,2019-09-30 10:31:20+00:00,check references,,,,['Application[770807]'],"['Jana Meister', 'Jana Geisler']",
6439,2019-09-30 10:43:31+00:00,consult manager,,['Vaishnavi Sashikanth'],,['Application[770877]'],['Ed Keane'],
6440,2019-09-30 10:47:41+00:00,first screening,,,,['Application[770867]'],['Jana Geisler'],
6441,2019-09-30 10:53:17+00:00,send rejection,,,['Lisa Pietersen'],['Application[770735]'],['Ed Meister'],
6442,2019-09-30 11:27:05+00:00,make job offer,['Vacancy[550139] - Consultant'],['Ariel Bardin'],['Mary Schmidt'],['Application[770837]'],['Jana Kershaw'],['Offer[[990124]]']
6443,2019-09-30 11:31:37+00:00,conduct interview,['Vacancy[550135] - Consultant'],['Bastian Nominacher'],['Sue Park'],['Application[770884]'],['Simon Meister'],
6444,2019-09-30 11:44:43+00:00,first screening,,,,['Application[770782]'],['Ed Meister'],
6445,2019-09-30 11:58:17+00:00,consult manager,,['Vaishnavi Sashikanth'],,['Application[770706]'],['Simon Kershaw'],
6446,2019-09-30 12:25:17+00:00,consult manager,,['Vaishnavi Sashikanth'],,['Application[770797]'],['Jana Hense'],
6447,2019-09-30 12:29:48+00:00,assign vacancy,['Vacancy[550140] - Programmer'],,,['Application[770836]'],,
6448,2019-09-30 12:57:34+00:00,send rejection,,,['Angela Davis'],['Application[770857]'],['Ed Geisler'],
6449,2019-09-30 13:04:47+00:00,invite for interview,['Vacancy[550134] - Manager'],,['Dave Park'],['Application[770872]'],"['Dionne Geisler', 'Jana Keane']",
6450,2019-09-30 13:05:19+00:00,send rejection,,,['Sue Wang'],['Application[770826]'],['Ed Keane'],
6451,2019-09-30 13:11:25+00:00,check references,,,,['Application[770771]'],"['Simon Keane', 'Dionne Keane']",
6452,2019-09-30 13:47:48+00:00,consult manager,,['Ariel Bardin'],,['Application[770821]'],['Ed Kershaw'],
6453,2019-09-30 15:10:24+00:00,invite for interview,['Vacancy[550126] - Manager'],,['Lisa Taylor'],['Application[770821]'],"['Ed Geisler', 'Ed Hense']",
6454,2019-09-30 15:22:16+00:00,send rejection,,,['Vanessa Taylor'],['Application[770871]'],['Ed Kershaw'],
6455,2019-09-30 16:11:28+00:00,consult manager,,['Vaishnavi Sashikanth'],,['Application[770875]'],['Jana Kershaw'],
6456,2019-09-30 16:54:28+00:00,assign recruiter,,,,['Application[770902]'],"['Simon Geisler', 'Jana Meister', 'Ed Meister']",
6457,2019-09-30 17:08:01+00:00,invite for interview,['Vacancy[550105] - Consultant'],,['Jorge Lemmens'],['Application[770669]'],"['Dionne Meister', 'Ed Geisler']",
6458,2019-09-30 17:27:09+00:00,invite for interview,['Vacancy[550138] - Manager'],,['Angela Zimmermann'],['Application[770706]'],"['Simon Meister', 'Ed Keane']",
6459,2019-09-30 19:07:43+00:00,send rejection,,,['Johan Park'],['Application[770728]'],['Ed Kershaw'],
6460,2019-09-30 19:22:34+00:00,offer accepted and hired,['Vacancy[550139] - Consultant'],,['Andre Jones'],['Application[770700]'],['Dionne Hense'],['Offer[[990107]]']
6461,2019-10-01 07:09:38+00:00,assign vacancy,['Vacancy[550140] - Programmer'],,,['Application[770740]'],,
6462,2019-10-01 07:22:21+00:00,invite for interview,['Vacancy[550124] - Consultant'],,['Lisa Smith'],['Application[770828]'],"['Jana Geisler', 'Jana Meister']",
6463,2019-10-01 07:24:13+00:00,first screening,,,,['Application[770740]'],['Jana Meister'],
6464,2019-10-01 07:27:50+00:00,send rejection,,,['Stephan Lopez'],['Application[770770]'],['Jana Kershaw'],
6465,2019-10-01 07:28:44+00:00,send rejection,,,['Jorge Schmidt'],['Application[770874]'],['Jana Meister'],
6466,2019-10-01 07:31:29+00:00,conduct interview,['Vacancy[550136] - Manager'],['Miguel Milano'],['Sue Brown'],['Application[770628]'],['Simon Meister'],
6467,2019-10-01 07:58:11+00:00,send rejection,,,['Sue Park'],['Application[770884]'],['Simon Meister'],
6468,2019-10-01 08:02:59+00:00,first screening,,,,['Application[770900]'],['Dionne Meister'],
6469,2019-10-01 08:15:51+00:00,send rejection,,,['Vanessa Schmidt'],['Application[770807]'],['Jana Kershaw'],
6470,2019-10-01 08:16:44+00:00,assign recruiter,,,,['Application[770914]'],"['Jana Kershaw', 'Dionne Geisler', 'Dionne Meister']",
6471,2019-10-01 08:22:49+00:00,job offer declined,['Vacancy[550140] - Programmer'],,['Angela Pietersen'],['Application[770756]'],['Ed Geisler'],['Offer[[990119]]']
6472,2019-10-01 08:36:25+00:00,invite for interview,['Vacancy[550138] - Manager'],,['Pete Lopez'],['Application[770797]'],"['Simon Hense', 'Simon Keane']",
6473,2019-10-01 08:50:10+00:00,consult manager,,['Ariel Bardin'],,['Application[770844]'],['Simon Hense'],
6474,2019-10-01 09:00:32+00:00,assign vacancy,['Vacancy[550118] - Consultant'],,,['Application[770882]'],,
6475,2019-10-01 09:20:53+00:00,check references,,,,['Application[770827]'],"['Simon Hense', 'Dionne Keane']",
6476,2019-10-01 09:36:21+00:00,make job offer,['Vacancy[550135] - Consultant'],['Bastian Nominacher'],['Sue Jones'],['Application[770876]'],['Dionne Kershaw'],['Offer[[990125]]']
6477,2019-10-01 09:36:43+00:00,check references,,,,['Application[770885]'],"['Dionne Keane', 'Simon Meister']",
6478,2019-10-01 10:07:55+00:00,send rejection,,,['Stephan Brown'],['Application[770789]'],['Ed Geisler'],
6479,2019-10-01 10:27:26+00:00,first screening,,,,['Application[770902]'],['Simon Geisler'],
6480,2019-10-01 10:29:22+00:00,invite for interview,['Vacancy[550132] - Consultant'],,['Ray Johnson'],['Application[770859]'],"['Simon Meister', 'Jana Keane']",
6481,2019-10-01 10:40:22+00:00,check references,,,,['Application[770717]'],"['Dionne Keane', 'Dionne Kershaw']",
6482,2019-10-01 11:00:09+00:00,conduct interview,['Vacancy[550123] - Manager'],['Vaishnavi Sashikanth'],['Ray Smith'],['Application[770779]'],['Jana Hense'],
6483,2019-10-01 11:12:33+00:00,conduct interview,['Vacancy[550128] - Programmer'],['Ariel Bardin'],['Dave Davis'],['Application[770617]'],['Jana Geisler'],
6484,2019-10-01 11:25:06+00:00,send rejection,,,['Dave Davis'],['Application[770617]'],['Jana Geisler'],
6485,2019-10-01 11:51:00+00:00,assign vacancy,['Vacancy[550125] - Consultant'],,,['Application[770746]'],,
6486,2019-10-01 12:32:53+00:00,conduct interview,['Vacancy[550132] - Consultant'],['Martin Klenk'],['Pete Wang'],['Application[770758]'],['Ed Meister'],
6487,2019-10-01 13:21:14+00:00,conduct interview,['Vacancy[550124] - Consultant'],['Vaishnavi Sashikanth'],['Lisa Neumann'],['Application[770841]'],['Dionne Hense'],
6488,2019-10-01 13:22:52+00:00,conduct interview,['Vacancy[550132] - Consultant'],['Martin Klenk'],['Ray Johnson'],['Application[770859]'],['Jana Hense'],
6489,2019-10-01 13:36:19+00:00,assign recruiter,,,,['Application[770851]'],"['Simon Geisler', 'Ed Hense', 'Jana Meister']",
6490,2019-10-01 13:36:20+00:00,first screening,,,,['Application[770914]'],['Jana Kershaw'],
6491,2019-10-01 13:40:49+00:00,offer accepted and hired,['Vacancy[550113] - Consultant'],,['Jorge Taylor'],['Application[770780]'],['Simon Kershaw'],['Offer[[990117]]']
6492,2019-10-01 13:54:48+00:00,assign recruiter,,,,['Application[770906]'],"['Dionne Hense', 'Ed Keane', 'Simon Meister']",
6493,2019-10-01 13:55:22+00:00,consult manager,,['Ariel Bardin'],,['Application[770740]'],['Jana Meister'],
6494,2019-10-01 13:59:38+00:00,invite for interview,['Vacancy[550138] - Manager'],,['Mary Brown'],['Application[770864]'],"['Ed Meister', 'Ed Keane']",
6495,2019-10-01 14:13:46+00:00,send rejection,,,['Toon Park'],['Application[770792]'],['Simon Kershaw'],
6496,2019-10-01 14:18:13+00:00,first screening,,,,['Application[770905]'],['Dionne Kershaw'],
6497,2019-10-01 14:25:45+00:00,send rejection,,,['Ray Johnson'],['Application[770859]'],['Jana Hense'],
6498,2019-10-01 14:50:47+00:00,send rejection,,,['Chun Neumann'],['Application[770810]'],['Jana Kershaw'],
6499,2019-10-01 14:52:44+00:00,make job offer,['Vacancy[550123] - Manager'],['Vaishnavi Sashikanth'],['Ray Smith'],['Application[770779]'],['Jana Hense'],['Offer[[990126]]']
6500,2019-10-01 15:06:12+00:00,conduct interview,['Vacancy[550138] - Manager'],['Vaishnavi Sashikanth'],['Angela Zimmermann'],['Application[770706]'],['Simon Kershaw'],
6501,2019-10-01 15:29:54+00:00,check references,,,,['Application[770849]'],"['Simon Hense', 'Jana Meister']",
6502,2019-10-01 15:31:15+00:00,conduct interview,['Vacancy[550058] - Manager'],['Martin Klenk'],['Pete Weber'],['Application[770796]'],['Dionne Hense'],
6503,2019-10-01 16:43:02+00:00,consult manager,,['Vaishnavi Sashikanth'],,['Application[770729]'],['Simon Keane'],
6504,2019-10-01 16:48:38+00:00,invite for interview,['Vacancy[550134] - Manager'],,['Detlef Park'],['Application[770875]'],"['Simon Hense', 'Jana Hense']",
6505,2019-10-01 17:25:20+00:00,send rejection,,,['Johan Jones'],['Application[770877]'],['Ed Keane'],
6506,2019-10-01 17:30:48+00:00,offer accepted and hired,['Vacancy[550129] - Manager'],,['Mary Schmidt'],['Application[770837]'],['Jana Kershaw'],['Offer[[990124]]']
6507,2019-10-01 18:00:45+00:00,check references,,,,['Application[770847]'],"['Jana Meister', 'Dionne Geisler']",
6508,2019-10-01 19:14:46+00:00,invite for interview,['Vacancy[550138] - Manager'],,['Mary Wang'],['Application[770729]'],"['Ed Hense', 'Jana Hense']",
6509,2019-10-02 07:18:41+00:00,conduct interview,['Vacancy[550131] - Programmer'],['Ariel Bardin'],['Vanessa Weber'],['Application[770839]'],['Simon Meister'],
6510,2019-10-02 07:25:15+00:00,conduct interview,['Vacancy[550049] - Programmer'],['Vaishnavi Sashikanth'],['Toon Wang'],['Application[770772]'],['Ed Keane'],
6511,2019-10-02 07:42:12+00:00,check references,,,,['Application[770900]'],"['Dionne Kershaw', 'Simon Geisler']",
6512,2019-10-02 08:00:17+00:00,invite for interview,['Vacancy[550130] - Consultant'],,['Andre Johnson'],['Application[770866]'],"['Dionne Meister', 'Simon Keane']",
6513,2019-10-02 08:12:51+00:00,first screening,,,,['Application[770906]'],['Dionne Hense'],
6514,2019-10-02 08:15:58+00:00,invite for interview,['Vacancy[550131] - Programmer'],,['Lisa Wang'],['Application[770717]'],"['Dionne Keane', 'Dionne Kershaw']",
6515,2019-10-02 08:25:38+00:00,send rejection,,,['Lisa Neumann'],['Application[770841]'],['Dionne Hense'],
6516,2019-10-02 08:27:30+00:00,consult manager,,['Ariel Bardin'],,['Application[770847]'],['Dionne Meister'],
6517,2019-10-02 08:40:10+00:00,check references,,,,['Application[770852]'],"['Simon Hense', 'Jana Geisler']",
6518,2019-10-02 08:41:25+00:00,make job offer,['Vacancy[550136] - Manager'],['Miguel Milano'],['Sue Brown'],['Application[770628]'],['Simon Meister'],['Offer[[990127]]']
6519,2019-10-02 09:03:52+00:00,assign recruiter,,,,['Application[770910]'],"['Dionne Meister', 'Ed Meister', 'Dionne Keane']",
6520,2019-10-02 09:23:47+00:00,send rejection,,,['Sonia Lemmens'],['Application[770849]'],['Dionne Meister'],
6521,2019-10-02 09:43:36+00:00,assign vacancy,['Vacancy[550140] - Programmer'],,,['Application[770851]'],,
6522,2019-10-02 10:00:25+00:00,consult manager,,['Vaishnavi Sashikanth'],,['Application[770887]'],['Simon Hense'],
6523,2019-10-02 10:04:08+00:00,send rejection,,,['Angela Zimmermann'],['Application[770706]'],['Simon Kershaw'],
6524,2019-10-02 10:17:01+00:00,send rejection,,,['Mary Lopez'],['Application[770827]'],['Dionne Hense'],
6525,2019-10-02 10:20:18+00:00,send rejection,,,['Pete Wang'],['Application[770758]'],['Ed Meister'],
6526,2019-10-02 10:23:40+00:00,check references,,,,['Application[770782]'],"['Ed Hense', 'Jana Meister']",
6527,2019-10-02 11:46:58+00:00,check references,,,,['Application[770869]'],"['Jana Geisler', 'Simon Kershaw']",
6528,2019-10-02 11:58:07+00:00,conduct interview,['Vacancy[550127] - Programmer'],['Alexander Rinke'],['Lisa Zimmermann'],['Application[770806]'],['Simon Hense'],
6529,2019-10-02 12:03:55+00:00,check references,,,,['Application[770902]'],"['Jana Meister', 'Ed Meister']",
6530,2019-10-02 12:04:36+00:00,consult manager,,['Bastian Nominacher'],,['Application[770835]'],['Simon Kershaw'],
6531,2019-10-02 13:18:08+00:00,conduct interview,['Vacancy[550126] - Manager'],['Ariel Bardin'],['Lisa Taylor'],['Application[770821]'],['Ed Kershaw'],
6532,2019-10-02 13:21:19+00:00,send rejection,,,['Lisa Zimmermann'],['Application[770806]'],['Simon Hense'],
6533,2019-10-02 13:34:43+00:00,consult manager,,['Martin Klenk'],,['Application[770624]'],['Dionne Hense'],
6534,2019-10-02 14:56:32+00:00,send rejection,,,['Detlef Li'],['Application[770844]'],['Simon Hense'],
6535,2019-10-02 14:57:26+00:00,assign recruiter,,,,['Application[770897]'],"['Jana Hense', 'Ed Keane', 'Ed Meister']",
6536,2019-10-02 15:15:18+00:00,consult manager,,['Ariel Bardin'],,['Application[770906]'],['Dionne Hense'],
6537,2019-10-02 15:24:56+00:00,send rejection,,,['Mary Wagner'],['Application[770879]'],['Ed Geisler'],
6538,2019-10-02 15:36:55+00:00,check references,,,,['Application[770891]'],"['Jana Geisler', 'Ed Geisler']",
6539,2019-10-02 16:23:10+00:00,first screening,,,,['Application[770815]'],['Jana Geisler'],
6540,2019-10-02 16:46:14+00:00,conduct interview,['Vacancy[550137] - Consultant'],['Alexander Rinke'],['Stephan Zimmermann'],['Application[770722]'],['Simon Kershaw'],
6541,2019-10-02 17:37:02+00:00,consult manager,,['Ariel Bardin'],,['Application[770771]'],['Dionne Geisler'],
6542,2019-10-02 19:14:19+00:00,send rejection,,,['Jorge Park'],['Application[770833]'],['Dionne Kershaw'],
6543,2019-10-03 06:33:05+00:00,first screening,,,,['Application[770910]'],['Dionne Meister'],
6544,2019-10-03 06:55:06+00:00,offer accepted and hired,['Vacancy[550136] - Manager'],,['Vanessa Jansen'],['Application[770788]'],['Ed Geisler'],['Offer[[990122]]']
6545,2019-10-03 07:25:30+00:00,send rejection,,,['Pete Weber'],['Application[770796]'],['Dionne Hense'],
6546,2019-10-03 07:26:25+00:00,send rejection,,,['Johan Lemmens'],['Application[770621]'],['Jana Keane'],
6547,2019-10-03 07:49:39+00:00,check references,,,,['Application[770838]'],"['Dionne Kershaw', 'Ed Keane']",
6548,2019-10-03 07:50:21+00:00,check references,,,,['Application[770914]'],"['Dionne Geisler', 'Dionne Meister']",
6549,2019-10-03 08:25:36+00:00,consult manager,,['Ariel Bardin'],,['Application[770899]'],['Simon Kershaw'],
6550,2019-10-03 08:25:39+00:00,invite for interview,['Vacancy[550012] - Programmer'],,['Chun Lemmens'],['Application[770891]'],"['Jana Geisler', 'Ed Geisler']",
6551,2019-10-03 08:40:10+00:00,assign recruiter,,,,['Application[770916]'],"['Dionne Geisler', 'Jana Hense', 'Dionne Kershaw']",
6552,2019-10-03 08:54:00+00:00,send rejection,,,['Vanessa Weber'],['Application[770839]'],['Simon Meister'],
6553,2019-10-03 08:56:34+00:00,send rejection,,,['Stephan Zimmermann'],['Application[770722]'],['Simon Kershaw'],
